CANDIDATO_CODIGO,CANDIDATO_NOMBRE,OP_CODIGO,DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,PROVINCIA_CODIGO,PROVINCIA_NOMBRE,CANTON_CODIGO,CANTON_NOMBRE,CIRCUNSCRIPCION_CODIGO,CICUNSCRIPCION_NOMBRE,CIRCUNSCRIPCION,PARROQUIA_CODIGO,PARROQUIA_NOMBRE,JUNTA_SEXO,SUFRAGANTES,BLANCOS,NULOS,VOTOS
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,245.0,LA IBERIA,F,1154.0,72.0,104.0,234.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,245.0,LA IBERIA,M,1090.0,94.0,110.0,211.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,300.0,BARBONES,F,2052.0,153.0,194.0,310.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,300.0,BARBONES,M,2308.0,265.0,186.0,347.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,2050.0,RIO BONITO,F,1325.0,190.0,118.0,279.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,2050.0,RIO BONITO,M,1321.0,201.0,100.0,286.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,4000.0,TENDALES,F,1016.0,109.0,62.0,225.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,4000.0,TENDALES,M,1239.0,151.0,81.0,294.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,5340.0,EL GUABO,F,12321.0,682.0,1060.0,1671.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,380.0,EL GUABO,0.0,0.0,,5340.0,EL GUABO,M,12787.0,899.0,1005.0,1865.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,585.0,CHILLA,0.0,0.0,,5715.0,CHILLA,F,1597.0,124.0,74.0,328.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,585.0,CHILLA,0.0,0.0,,5715.0,CHILLA,M,1673.0,142.0,68.0,371.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,740.0,CURTINCAPAC,F,186.0,20.0,3.0,15.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,740.0,CURTINCAPAC,M,234.0,32.0,2.0,16.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,3275.0,SALATI,F,331.0,31.0,11.0,31.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,3275.0,SALATI,M,397.0,51.0,28.0,33.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,4520.0,MORALES,F,268.0,29.0,2.0,26.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,4520.0,MORALES,M,278.0,39.0,7.0,33.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,5850.0,PORTOVELO,F,3843.0,205.0,194.0,292.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,690.0,PORTOVELO,0.0,0.0,,5850.0,PORTOVELO,M,3897.0,302.0,233.0,365.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6800.0,HUALTACO,F,521.0,48.0,51.0,51.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6800.0,HUALTACO,M,454.0,61.0,32.0,44.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6805.0,MILTON REYES,F,6134.0,458.0,369.0,495.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6805.0,MILTON REYES,M,5752.0,383.0,356.0,516.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6810.0,EL PARAISO,F,1777.0,96.0,141.0,142.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6810.0,EL PARAISO,M,1616.0,100.0,98.0,144.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6815.0,ECUADOR,F,8348.0,594.0,533.0,654.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6815.0,ECUADOR,M,8005.0,513.0,471.0,639.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6820.0,UNION LOJANA,F,1244.0,167.0,118.0,92.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,695.0,HUAQUILLAS,0.0,0.0,,6820.0,UNION LOJANA,M,1059.0,132.0,84.0,97.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,225.0,AYAPAMBA,F,547.0,71.0,36.0,51.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,225.0,AYAPAMBA,M,661.0,89.0,44.0,59.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,375.0,SAN JUAN DE CERRO AZUL,F,195.0,9.0,6.0,10.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,375.0,SAN JUAN DE CERRO AZUL,M,240.0,23.0,12.0,20.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,4480.0,CORDONCILLO,F,392.0,54.0,12.0,59.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,4480.0,CORDONCILLO,M,393.0,63.0,14.0,43.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,4530.0,SAN JOSE,F,181.0,39.0,3.0,19.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,4530.0,SAN JOSE,M,205.0,38.0,8.0,25.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,4535.0,MILAGRO,F,165.0,21.0,5.0,34.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,4535.0,MILAGRO,M,152.0,14.0,5.0,33.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,5745.0,PACCHA,F,1125.0,102.0,78.0,128.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,705.0,ATAHUALPA,0.0,0.0,,5745.0,PACCHA,M,1192.0,145.0,66.0,122.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,755.0,LAS LAJAS,0.0,0.0,,1080.0,EL PARAISO,F,62.0,5.0,0.0,4.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,755.0,LAS LAJAS,0.0,0.0,,1080.0,EL PARAISO,M,65.0,6.0,1.0,11.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,755.0,LAS LAJAS,0.0,0.0,,1100.0,LA LIBERTAD,F,49.0,5.0,3.0,23.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,755.0,LAS LAJAS,0.0,0.0,,1100.0,LA LIBERTAD,M,46.0,8.0,0.0,24.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,755.0,LAS LAJAS,0.0,0.0,,6335.0,LA VICTORIA/LAS LAJAS,M,54.0,5.0,2.0,15.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,755.0,LAS LAJAS,0.0,0.0,,6950.0,PLATANILLOS,F,287.0,34.0,4.0,61.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,755.0,LAS LAJAS,0.0,0.0,,6950.0,PLATANILLOS,M,209.0,28.0,10.0,52.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,860.0,MARCABELI,0.0,0.0,,160.0,EL INGENIO,F,245.0,26.0,10.0,12.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,860.0,MARCABELI,0.0,0.0,,160.0,EL INGENIO,M,270.0,42.0,9.0,9.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,860.0,MARCABELI,0.0,0.0,,6570.0,MARCABELI,F,2114.0,213.0,104.0,123.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,860.0,MARCABELI,0.0,0.0,,6570.0,MARCABELI,M,2281.0,352.0,114.0,89.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,875.0,BALSAS,0.0,0.0,,1975.0,BELLAMARIA,F,358.0,47.0,21.0,50.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,875.0,BALSAS,0.0,0.0,,1975.0,BELLAMARIA,M,378.0,58.0,22.0,63.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,875.0,BALSAS,0.0,0.0,,6590.0,BALSAS,F,2547.0,205.0,139.0,236.0
17874.0,MONTGOMERY SANCHEZ REYES,4.0,2.0,PREFECTO Y VICEPREFECTO,7.0,EL ORO,875.0,BALSAS,0.0,0.0,,6590.0,BALSAS,M,2649.0,302.0,131.0,239.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,520.0,CARACOL,F,1859.0,291.0,249.0,288.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,520.0,CARACOL,M,2049.0,515.0,254.0,248.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,1265.0,FEBRES CORDERO,F,5870.0,790.0,898.0,754.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,1265.0,FEBRES CORDERO,M,6273.0,1192.0,868.0,861.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,1525.0,LA UNION,F,4362.0,514.0,583.0,495.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,1525.0,LA UNION,M,4367.0,861.0,453.0,447.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,2875.0,PIMOCHA,F,4868.0,874.0,634.0,580.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,2875.0,PIMOCHA,M,5502.0,1468.0,641.0,518.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,5215.0,CLEMENTE BAQUERIZO,F,24586.0,1390.0,2976.0,5871.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,5215.0,CLEMENTE BAQUERIZO,M,23239.0,1715.0,2520.0,5645.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,5285.0,DR. CAMILO PONCE E.,F,11986.0,665.0,1557.0,3177.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,5285.0,DR. CAMILO PONCE E.,M,10815.0,914.0,1151.0,3115.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,6830.0,BARREIRO /SANTA RITA,F,2929.0,291.0,395.0,748.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,6830.0,BARREIRO /SANTA RITA,M,3036.0,411.0,352.0,731.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,6835.0,EL SALTO,F,1365.0,124.0,184.0,276.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,515.0,BABAHOYO,0.0,0.0,,6835.0,EL SALTO,M,1125.0,126.0,152.0,237.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,516.0,VALENCIA,0.0,0.0,,6685.0,VALENCIA,F,13978.0,1145.0,1558.0,223.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,516.0,VALENCIA,0.0,0.0,,6685.0,VALENCIA,M,14836.0,1697.0,1587.0,242.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,520.0,BABA,0.0,0.0,,1460.0,GUARE,F,2450.0,656.0,278.0,157.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,520.0,BABA,0.0,0.0,,1460.0,GUARE,M,2769.0,1058.0,280.0,151.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,520.0,BABA,0.0,0.0,,1740.0,ISLA DE BEJUCAL,F,2883.0,549.0,377.0,188.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,520.0,BABA,0.0,0.0,,1740.0,ISLA DE BEJUCAL,M,2984.0,932.0,369.0,140.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,520.0,BABA,0.0,0.0,,5085.0,BABA,F,8628.0,1398.0,724.0,442.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,520.0,BABA,0.0,0.0,,5085.0,BABA,M,9575.0,2443.0,798.0,440.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,525.0,VINCES,0.0,0.0,,140.0,ANTONIO SOTOMAYOR,F,3216.0,525.0,448.0,387.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,525.0,VINCES,0.0,0.0,,140.0,ANTONIO SOTOMAYOR,M,3789.0,878.0,405.0,430.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,525.0,VINCES,0.0,0.0,,6245.0,VINCES,F,23962.0,2932.0,3365.0,2792.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,525.0,VINCES,0.0,0.0,,6245.0,VINCES,M,24756.0,4047.0,3115.0,2702.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,530.0,PUEBLO VIEJO,0.0,0.0,,3015.0,PUERTO PECHICHE,F,1895.0,415.0,214.0,181.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,530.0,PUEBLO VIEJO,0.0,0.0,,3015.0,PUERTO PECHICHE,M,2079.0,608.0,203.0,200.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,530.0,PUEBLO VIEJO,0.0,0.0,,3510.0,SAN JUAN,F,6750.0,886.0,775.0,752.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,530.0,PUEBLO VIEJO,0.0,0.0,,3510.0,SAN JUAN,M,6891.0,1423.0,601.0,600.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,530.0,PUEBLO VIEJO,0.0,0.0,,5800.0,PUEBLO VIEJO,F,5441.0,793.0,620.0,634.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,530.0,PUEBLO VIEJO,0.0,0.0,,5800.0,PUEBLO VIEJO,M,5729.0,1212.0,559.0,661.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,535.0,URDANETA,0.0,0.0,,3175.0,RICAURTE,F,6822.0,1136.0,732.0,622.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,535.0,URDANETA,0.0,0.0,,3175.0,RICAURTE,M,7148.0,1701.0,641.0,647.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,535.0,URDANETA,0.0,0.0,,5185.0,CATARAMA,F,4404.0,593.0,442.0,387.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,535.0,URDANETA,0.0,0.0,,5185.0,CATARAMA,M,4667.0,858.0,380.0,400.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,5855.0,QUEVEDO,F,27219.0,2216.0,4093.0,1019.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,5855.0,QUEVEDO,M,29518.0,2926.0,3670.0,1062.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6115.0,SAN CAMILO,F,12307.0,786.0,1582.0,409.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6115.0,SAN CAMILO,M,11606.0,938.0,1269.0,432.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6635.0,SAN CRISTOBAL,F,2709.0,266.0,366.0,107.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6635.0,SAN CRISTOBAL,M,1997.0,234.0,264.0,81.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6640.0,VENUS DEL RIO QUEVEDO,F,5960.0,591.0,850.0,194.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6640.0,VENUS DEL RIO QUEVEDO,M,5141.0,540.0,692.0,187.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6645.0,NICOLAS INFANTE DIAZ,F,2140.0,204.0,287.0,93.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6645.0,NICOLAS INFANTE DIAZ,M,1874.0,177.0,232.0,68.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6650.0,GUAYACAN,F,3728.0,242.0,496.0,157.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6650.0,GUAYACAN,M,3110.0,218.0,333.0,135.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6655.0,SIETE DE OCTUBRE,F,3702.0,217.0,478.0,119.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6655.0,SIETE DE OCTUBRE,M,3334.0,225.0,362.0,83.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6660.0,VIVA ALFARO,F,2414.0,181.0,314.0,86.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6660.0,VIVA ALFARO,M,2204.0,238.0,244.0,60.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6690.0,24 DE MAYO,F,2585.0,204.0,363.0,96.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,,6690.0,24 DE MAYO,M,2277.0,207.0,239.0,63.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,CIRCUNSCRIPCION RURAL,4420.0,LA ESPERANZA,F,1628.0,156.0,227.0,165.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,CIRCUNSCRIPCION RURAL,4420.0,LA ESPERANZA,M,1711.0,273.0,212.0,134.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,CIRCUNSCRIPCION RURAL,4425.0,SAN CARLOS,F,4409.0,700.0,611.0,251.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,540.0,QUEVEDO,0.0,0.0,CIRCUNSCRIPCION RURAL,4425.0,SAN CARLOS,M,4618.0,826.0,529.0,259.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,545.0,VENTANAS,0.0,0.0,,4330.0,ZAPOTAL,F,2584.0,388.0,303.0,340.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,545.0,VENTANAS,0.0,0.0,,4330.0,ZAPOTAL,M,2999.0,640.0,271.0,362.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,545.0,VENTANAS,0.0,0.0,,4585.0,LOS ANGELES,F,541.0,84.0,49.0,79.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,545.0,VENTANAS,0.0,0.0,,4585.0,LOS ANGELES,M,556.0,105.0,51.0,81.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,545.0,VENTANAS,0.0,0.0,,4590.0,CHACARITA,F,497.0,105.0,46.0,67.0
18039.0,HECTOR HURTADO,198.0,2.0,PREFECTO Y VICEPREFECTO,12.0,LOS RÍOS,545.0,VENTANAS,0.0,0.0,,4590.0,CHACARITA,M,585.0,122.0,48.0,112.0
