CANDIDATO_CODIGO,CANDIDATO_NOMBRE,OP_CODIGO,DIGNIDAD_CODIGO,DIGNIDAD_NOMBRE,PROVINCIA_CODIGO,PROVINCIA_NOMBRE,CANTON_CODIGO,CANTON_NOMBRE,CIRCUNSCRIPCION_CODIGO,CICUNSCRIPCION_NOMBRE,CIRCUNSCRIPCION,PARROQUIA_CODIGO,PARROQUIA_NOMBRE,JUNTA_SEXO,SUFRAGANTES,BLANCOS,NULOS,VOTOS
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,35.0,OTAVALO,0.0,0.0,,5980.0,SAN LUIS,M,7560.0,1046.0,1027.0,1848.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,145.0,APUELA,F,723.0,184.0,101.0,86.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,145.0,APUELA,M,844.0,273.0,120.0,61.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,1310.0,GARCIA MORENO / LLURIMAGUA,F,2749.0,689.0,436.0,55.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,1310.0,GARCIA MORENO / LLURIMAGUA,M,3159.0,892.0,471.0,81.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,1710.0,IMANTAG,F,2106.0,539.0,440.0,113.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,1710.0,IMANTAG,M,2095.0,503.0,440.0,80.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,2820.0,PEÑAHERRERA,F,604.0,152.0,79.0,31.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,2820.0,PEÑAHERRERA,M,730.0,245.0,95.0,36.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,2915.0,PLAZA GUTIERREZ/CALVARIO,F,209.0,39.0,25.0,22.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,2915.0,PLAZA GUTIERREZ/CALVARIO,M,283.0,83.0,32.0,29.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,3115.0,QUIROGA,F,2783.0,464.0,411.0,163.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,3115.0,QUIROGA,M,2694.0,435.0,445.0,129.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,3800.0,6 DE JULIO DE CUELLAJE,F,682.0,231.0,98.0,21.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,3800.0,6 DE JULIO DE CUELLAJE,M,767.0,258.0,112.0,25.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,4185.0,VACAS GALINDO,F,173.0,58.0,13.0,11.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,4185.0,VACAS GALINDO,M,263.0,109.0,28.0,16.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,5910.0,SAGRARIO,F,4479.0,671.0,621.0,375.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,5910.0,SAGRARIO,M,4142.0,586.0,608.0,307.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,5955.0,SAN FRANCISCO,F,2544.0,337.0,330.0,217.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,40.0,COTACACHI,0.0,0.0,,5955.0,SAN FRANCISCO,M,2166.0,285.0,325.0,133.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,1715.0,IMBAYA,F,541.0,68.0,55.0,165.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,1715.0,IMBAYA,M,531.0,73.0,61.0,157.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,3400.0,SAN FCO.DE NATABUELA,F,2164.0,250.0,260.0,307.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,3400.0,SAN FCO.DE NATABUELA,M,1950.0,230.0,285.0,230.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,3465.0,SAN JOSE DE CHALTURA,F,1265.0,200.0,208.0,173.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,3465.0,SAN JOSE DE CHALTURA,M,1107.0,179.0,155.0,130.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,3640.0,SAN ROQUE,F,3875.0,689.0,546.0,677.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,3640.0,SAN ROQUE,M,3593.0,606.0,566.0,550.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,5025.0,ANDRADE MARIN/LOURDES,F,1907.0,261.0,288.0,388.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,5025.0,ANDRADE MARIN/LOURDES,M,1714.0,183.0,318.0,308.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,5050.0,ATUNTAQUI,F,7658.0,711.0,1216.0,1572.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,45.0,ANTONIO ANTE,0.0,0.0,,5050.0,ATUNTAQUI,M,7120.0,654.0,1190.0,1202.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,955.0,CHUGA,F,440.0,99.0,35.0,35.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,955.0,CHUGA,M,502.0,95.0,39.0,33.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,2380.0,MARIANO ACOSTA,F,722.0,174.0,97.0,15.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,2380.0,MARIANO ACOSTA,M,722.0,141.0,96.0,21.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,3415.0,SAN FRANCISCO DE SIGSIPAMB,F,392.0,58.0,30.0,55.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,3415.0,SAN FRANCISCO DE SIGSIPAMB,M,487.0,102.0,34.0,36.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,5750.0,PIMAMPIRO,F,4262.0,675.0,522.0,437.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,50.0,PIMAMPIRO,0.0,0.0,,5750.0,PIMAMPIRO,M,4171.0,605.0,548.0,325.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,425.0,CAHUASQUI,F,749.0,165.0,112.0,162.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,425.0,CAHUASQUI,M,844.0,214.0,124.0,160.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,2060.0,LA MERCED DE BUENOS AIRES,F,655.0,212.0,103.0,49.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,2060.0,LA MERCED DE BUENOS AIRES,M,746.0,208.0,104.0,65.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,2675.0,PABLO ARENAS,F,838.0,206.0,113.0,82.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,2675.0,PABLO ARENAS,M,820.0,206.0,110.0,68.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,3365.0,SAN BLAS,F,1189.0,253.0,167.0,107.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,3365.0,SAN BLAS,M,1101.0,205.0,177.0,92.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,4080.0,TUMBABIRO,F,592.0,79.0,60.0,180.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,4080.0,TUMBABIRO,M,627.0,124.0,58.0,156.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,6190.0,URCUQUI,F,2616.0,428.0,320.0,327.0
6791.0,JUAN MANUEL MANTILLA,181.0,2.0,PREFECTO Y VICEPREFECTO,10.0,IMBABURA,55.0,URCUQUI,0.0,0.0,,6190.0,URCUQUI,M,2677.0,472.0,362.0,301.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5730.0,ABRAHAM CALAZACON,F,17345.0,1771.0,2798.0,3005.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5730.0,ABRAHAM CALAZACON,M,15338.0,1739.0,2418.0,2585.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5860.0,BOMBOLI,F,25104.0,2272.0,4186.0,4247.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5860.0,BOMBOLI,M,22225.0,2418.0,3417.0,3880.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5865.0,RIO VERDE,F,28836.0,2777.0,4488.0,4663.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5865.0,RIO VERDE,M,26986.0,2791.0,4192.0,4452.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5870.0,RIO TOACHI,F,4071.0,410.0,748.0,611.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,5870.0,RIO TOACHI,M,3757.0,449.0,603.0,559.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,6065.0,SANTO DOMINGO,F,24913.0,1886.0,3878.0,4525.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,6065.0,SANTO DOMINGO,M,27058.0,2568.0,4251.0,4713.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,6175.0,CHIGUILPE,F,18354.0,1398.0,2819.0,3256.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,6175.0,CHIGUILPE,M,19007.0,1508.0,2899.0,3586.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,6180.0,ZARACAY,F,3787.0,221.0,591.0,770.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,,6180.0,ZARACAY,M,3163.0,177.0,470.0,647.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,75.0,ALLURIQUIN,F,3205.0,421.0,531.0,411.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,75.0,ALLURIQUIN,M,3445.0,493.0,542.0,514.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,305.0,VALLE HERMOSO,F,2750.0,348.0,509.0,381.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,305.0,VALLE HERMOSO,M,3010.0,371.0,543.0,452.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,1755.0,LUZ DE AMERICA,F,2589.0,380.0,410.0,395.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,1755.0,LUZ DE AMERICA,M,2735.0,478.0,443.0,364.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,1970.0,SAN JACINTO DEL BUA,F,4113.0,578.0,770.0,514.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,1970.0,SAN JACINTO DEL BUA,M,4360.0,935.0,740.0,437.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,1990.0,EL ESFUERZO,F,1768.0,218.0,214.0,375.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,1990.0,EL ESFUERZO,M,1883.0,257.0,237.0,394.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,2045.0,SANTA MARIA DEL TOACHI,F,1447.0,234.0,223.0,141.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,2045.0,SANTA MARIA DEL TOACHI,M,1612.0,355.0,231.0,198.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,4440.0,PUERTO LIMON,F,3462.0,531.0,508.0,433.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,85.0,SANTO DOMINGO,0.0,0.0,CIRCUNSCRIPCION RURAL,4440.0,PUERTO LIMON,M,3862.0,752.0,488.0,482.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,4635.0,MONTERREY,F,1846.0,239.0,304.0,389.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,4635.0,MONTERREY,M,2012.0,376.0,315.0,396.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,4640.0,LA VILLEGAS,F,1171.0,137.0,192.0,257.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,4640.0,LA VILLEGAS,M,1221.0,186.0,252.0,233.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,4645.0,PLAN PILOTO,F,531.0,45.0,81.0,127.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,4645.0,PLAN PILOTO,M,572.0,60.0,80.0,134.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,7520.0,LA CONCORDIA,F,15761.0,1651.0,2537.0,3798.0
6927.0,GRUBER ZAMBRANO,674.0,2.0,PREFECTO Y VICEPREFECTO,23.0,STO DGO TSÁCHILAS,982.0,LA CONCORDIA,0.0,0.0,,7520.0,LA CONCORDIA,M,15263.0,2066.0,2534.0,3493.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1045.0,DURENO,F,961.0,124.0,73.0,408.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1045.0,DURENO,M,1117.0,122.0,82.0,503.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1285.0,EL ENO,F,2049.0,179.0,159.0,843.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1285.0,EL ENO,M,2181.0,199.0,185.0,807.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1290.0,PACAYACU,F,2177.0,222.0,176.0,848.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1290.0,PACAYACU,M,2805.0,321.0,220.0,1054.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1330.0,GENERAL FARFAN,F,1557.0,197.0,151.0,737.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1330.0,GENERAL FARFAN,M,1813.0,269.0,162.0,821.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1790.0,SANTA CECILIA,F,1667.0,108.0,177.0,602.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1790.0,SANTA CECILIA,M,1633.0,137.0,128.0,588.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1795.0,JAMBELI,F,793.0,51.0,89.0,263.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,1795.0,JAMBELI,M,869.0,61.0,60.0,325.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,4625.0,10 DE AGOSTO,F,597.0,48.0,49.0,213.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,4625.0,10 DE AGOSTO,M,661.0,62.0,45.0,243.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,5710.0,NUEVA LOJA,F,20363.0,901.0,1670.0,10913.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,625.0,LAGO AGRIO,0.0,0.0,,5710.0,NUEVA LOJA,M,21397.0,968.0,1716.0,11046.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,626.0,CUYABENO,0.0,0.0,,760.0,CUYABENO,F,170.0,8.0,5.0,38.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,626.0,CUYABENO,0.0,0.0,,760.0,CUYABENO,M,208.0,4.0,5.0,59.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,626.0,CUYABENO,0.0,0.0,,1555.0,AGUAS NEGRAS,F,518.0,42.0,18.0,219.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,626.0,CUYABENO,0.0,0.0,,1555.0,AGUAS NEGRAS,M,571.0,57.0,21.0,215.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,626.0,CUYABENO,0.0,0.0,,6765.0,TARAPOA,F,1848.0,157.0,113.0,641.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,626.0,CUYABENO,0.0,0.0,,6765.0,TARAPOA,M,2248.0,179.0,105.0,795.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,640.0,SUCUMBIOS,0.0,0.0,,1170.0,EL PLAYON DE SN. FRANCISCO,F,664.0,61.0,26.0,135.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,640.0,SUCUMBIOS,0.0,0.0,,1170.0,EL PLAYON DE SN. FRANCISCO,M,722.0,72.0,36.0,123.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,640.0,SUCUMBIOS,0.0,0.0,,2095.0,LA SOFIA,F,57.0,3.0,0.0,17.0
6930.0,AMADO CHAVEZ,37.0,2.0,PREFECTO Y VICEPREFECTO,21.0,SUCUMBÍOS,640.0,SUCUMBIOS,0.0,0.0,,2095.0,LA SOFIA,M,78.0,2.0,2.0,19.0
